# Server version 0.08 running on 192.168.2.27:8123
# Game ID: 103
# Board class: halma.CCBoard
# Timeout: 300000
# Date: Sun Apr 06 01:38:15 EDT 2014
# Player 1: Player-0, 'ABPruning', running on localhost
# Player 2: Player-1, 'ABPruning', running on localhost
# Player 3: Player-2, 'ABPruning', running on localhost
# Player 4: Player-3, 'ABPruning', running on localhost
START Player-0 ABPruning
0 (9,3) (11,5)
0 (11,5) (9,5)
0 (9,5) (11,3)
0 (11,3) (13,3)
0 (13,3) (13,1)
0 null null
1 (15,5) (14,4)
2 (3,11) (1,13)
2 (1,13) (3,13)
2 null null
3 (14,14) (13,14)
0 (6,1) (4,3)
0 (4,3) (4,5)
0 null null
1 (14,4) (14,3)
2 (2,14) (4,12)
2 (4,12) (4,10)
2 (4,10) (6,12)
2 null null
3 (11,15) (9,15)
3 (9,15) (11,13)
3 (11,13) (13,11)
3 null null
0 (13,1) (13,3)
0 (13,3) (11,3)
0 (11,3) (11,1)
0 null null
1 (15,1) (13,1)
1 (13,1) (11,3)
1 (11,3) (9,5)
1 (9,5) (11,5)
1 (11,5) (9,3)
1 null null
2 (2,11) (1,11)
3 (13,15) (11,13)
3 (11,13) (9,15)
3 (9,15) (11,15)
3 (11,15) (13,13)
3 (13,13) (15,13)
3 (15,13) (15,11)
3 null null
0 (8,2) (9,1)
1 (12,2) (10,2)
1 (10,2) (8,0)
1 null null
2 (2,13) (2,11)
2 null null
3 (15,12) (14,11)
0 (4,2) (3,1)
1 (10,4) (11,5)
2 (6,12) (4,12)
2 (4,12) (2,14)
2 null null
3 (14,13) (14,12)
0 (4,5) (4,3)
0 null null
1 (14,3) (12,1)
1 null null
2 (4,11) (3,12)
3 (13,11) (11,13)
3 (11,13) (9,15)
3 null null
0 (10,0) (8,2)
0 (8,2) (10,4)
0 (10,4) (10,6)
0 (10,6) (12,4)
0 (12,4) (12,2)
0 (12,2) (14,2)
0 (14,2) (14,0)
0 null null
1 (13,2) (15,0)
1 null null
2 (5,11) (6,11)
3 (9,12) (9,11)
0 (14,0) (12,0)
0 (12,0) (10,2)
0 (10,2) (12,2)
0 (12,2) (10,0)
0 (10,0) (8,2)
0 (8,2) (10,4)
0 null null
1 (11,2) (11,0)
1 null null
2 (4,14) (3,15)
3 (9,10) (10,9)
0 (10,4) (8,2)
0 (8,2) (10,0)
0 (10,0) (12,0)
0 (12,0) (14,0)
0 (14,0) (14,2)
0 null null
1 (15,0) (15,1)
2 (1,11) (3,11)
2 (3,11) (1,9)
2 null null
3 (12,12) (11,11)
0 (4,3) (3,3)
1 (11,0) (13,2)
1 (13,2) (11,4)
1 (11,4) (11,6)
1 (11,6) (9,4)
1 (9,4) (9,2)
1 (9,2) (9,0)
1 (9,0) (7,0)
1 null null
2 (3,12) (1,10)
2 (1,10) (3,10)
2 (3,10) (1,12)
2 null null
3 (10,15) (10,13)
3 null null
0 (2,4) (1,3)
1 (15,2) (15,0)
1 (15,0) (13,2)
1 (13,2) (11,4)
1 (11,4) (9,6)
1 null null
2 (3,13) (1,11)
2 (1,11) (3,11)
2 null null
3 (15,11) (15,10)
0 (14,2) (14,0)
0 (14,0) (12,0)
0 (12,0) (12,2)
0 (12,2) (12,4)
0 (12,4) (10,6)
0 (10,6) (10,4)
0 (10,4) (8,2)
0 null null
1 (11,5) (9,5)
1 null null
2 (2,11) (1,10)
3 (13,14) (14,15)
0 (4,4) (3,5)
1 (9,6) (10,6)
2 (6,11) (7,12)
3 (10,13) (9,14)
0 (0,4) (0,3)
1 (13,0) (11,2)
1 (11,2) (11,0)
1 (11,0) (13,2)
1 (13,2) (11,4)
1 (11,4) (9,6)
1 (9,6) (11,6)
1 (11,6) (9,4)
1 null null
2 (2,10) (4,12)
2 (4,12) (6,12)
2 null null
3 (10,9) (10,10)
0 (8,2) (10,4)
0 (10,4) (8,4)
0 (8,4) (10,2)
0 (10,2) (12,0)
0 (12,0) (12,2)
0 (12,2) (12,4)
0 (12,4) (14,4)
0 null null
1 (13,7) (14,7)
2 (1,9) (2,10)
3 (9,15) (9,13)
3 (9,13) (11,15)
3 (11,15) (13,13)
3 (13,13) (15,11)
3 (15,11) (13,11)
3 (13,11) (15,13)
3 (15,13) (15,15)
3 null null
0 (3,1) (4,2)
1 (7,0) (9,0)
1 (9,0) (9,2)
1 null null
2 (7,12) (8,13)
3 (12,15) (11,15)
0 (1,0) (2,0)
1 (10,6) (9,7)
2 (1,10) (3,10)
2 (3,10) (3,12)
2 null null
3 (15,15) (13,15)
3 (13,15) (11,13)
3 null null
0 (2,0) (2,1)
1 (8,0) (10,2)
1 null null
2 (0,11) (0,13)
2 (0,13) (2,11)
2 (2,11) (4,13)
2 null null
3 (15,10) (13,12)
3 null null
0 (4,2) (2,4)
0 (2,4) (4,6)
0 null null
1 (10,2) (12,0)
1 (12,0) (12,2)
1 (12,2) (10,0)
1 (10,0) (8,2)
1 (8,2) (10,4)
1 (10,4) (8,4)
1 (8,4) (10,6)
1 null null
2 (4,13) (2,11)
2 (2,11) (4,11)
2 (4,11) (2,13)
2 (2,13) (2,15)
2 (2,15) (4,15)
2 null null
3 (14,11) (14,13)
3 (14,13) (12,11)
3 null null
0 (14,4) (12,4)
0 (12,4) (12,2)
0 (12,2) (12,0)
0 (12,0) (10,2)
0 (10,2) (8,2)
0 (8,2) (10,4)
0 null null
1 (9,2) (8,2)
2 (4,15) (2,15)
2 (2,15) (2,13)
2 (2,13) (0,11)
2 (0,11) (0,13)
2 (0,13) (2,11)
2 null null
3 (12,11) (10,11)
3 (10,11) (8,11)
3 null null
0 (10,4) (8,4)
0 (8,4) (10,2)
0 (10,2) (12,0)
0 (12,0) (12,2)
0 (12,2) (12,4)
0 (12,4) (14,4)
0 null null
1 (9,4) (11,6)
1 (11,6) (9,6)
1 (9,6) (11,4)
1 (11,4) (13,2)
1 (13,2) (11,0)
1 (11,0) (11,2)
1 (11,2) (13,0)
1 null null
2 (0,10) (0,9)
3 (11,15) (9,13)
3 null null
0 (4,0) (5,1)
1 (10,6) (11,7)
2 (8,13) (10,13)
2 (10,13) (12,13)
2 (12,13) (14,11)
2 (14,11) (14,13)
2 null null
3 (9,14) (11,14)
3 null null
0 (11,1) (13,1)
0 null null
1 (13,0) (15,2)
1 null null
2 (3,12) (3,10)
2 null null
3 (8,11) (7,10)
0 (3,3) (4,3)
1 (15,2) (13,0)
1 (13,0) (13,2)
1 (13,2) (11,4)
1 (11,4) (9,6)
1 (9,6) (9,4)
1 (9,4) (11,6)
1 null null
2 (14,13) (14,11)
2 (14,11) (12,13)
2 (12,13) (12,15)
2 (12,15) (10,13)
2 (10,13) (8,13)
2 null null
3 (9,13) (7,13)
3 (7,13) (5,11)
3 (5,11) (5,13)
3 null null
0 (4,3) (5,4)
1 (14,7) (13,6)
2 (3,15) (1,13)
2 null null
3 (12,14) (12,15)
0 (2,1) (1,2)
1 (13,4) (11,2)
1 null null
2 (3,10) (2,9)
3 (5,13) (5,11)
3 (5,11) (7,13)
3 (7,13) (9,13)
3 (9,13) (11,15)
3 (11,15) (13,15)
3 (13,15) (15,15)
3 (15,15) (15,13)
3 null null
0 (9,1) (8,0)
1 (12,1) (11,0)
2 (6,12) (7,13)
3 (11,14) (11,12)
3 (11,12) (11,10)
3 (11,10) (9,10)
3 (9,10) (9,12)
3 (9,12) (7,14)
3 (7,14) (7,12)
3 (7,12) (9,14)
3 null null
0 (1,3) (2,3)
1 (9,3) (7,1)
1 null null
2 (2,11) (0,13)
2 (0,13) (0,11)
2 null null
3 (9,14) (7,12)
3 (7,12) (7,14)
3 (7,14) (9,12)
3 null null
0 (5,2) (4,2)
1 (11,6) (12,6)
2 (2,10) (4,12)
2 (4,12) (6,12)
2 (6,12) (8,14)
2 (8,14) (8,12)
2 (8,12) (10,12)
2 (10,12) (12,14)
2 null null
3 (10,10) (8,12)
3 (8,12) (8,14)
3 (8,14) (6,12)
3 null null
0 (6,0) (6,1)
1 (11,7) (13,5)
1 null null
2 (2,14) (1,15)
3 (11,11) (11,10)
0 (2,3) (0,1)
0 null null
1 (7,1) (8,1)
2 (12,14) (11,14)
3 (13,12) (12,13)
0 (1,2) (2,2)
1 (13,6) (11,6)
1 (11,6) (9,4)
1 (9,4) (9,6)
1 (9,6) (11,4)
1 (11,4) (13,2)
1 (13,2) (13,0)
1 (13,0) (15,2)
1 null null
2 (1,13) (1,14)
3 (12,13) (10,15)
3 (10,15) (10,13)
3 (10,13) (8,11)
3 (8,11) (6,9)
3 null null
0 (5,1) (5,0)
1 (13,5) (14,5)
2 (0,11) (2,13)
2 (2,13) (2,11)
2 (2,11) (0,13)
2 (0,13) (2,15)
2 (2,15) (0,15)
2 null null
3 (6,12) (4,12)
3 (4,12) (2,10)
3 null null
0 (4,6) (2,4)
0 null null
1 (11,2) (13,4)
1 (13,4) (15,4)
1 (15,4) (13,6)
1 (13,6) (11,6)
1 (11,6) (9,4)
1 (9,4) (9,6)
1 (9,6) (9,8)
1 null null
2 (0,12) (1,11)
3 (2,10) (4,12)
3 (4,12) (6,12)
3 (6,12) (8,14)
3 (8,14) (8,12)
3 (8,12) (10,12)
3 (10,12) (8,10)
3 (8,10) (6,10)
3 null null
0 (13,1) (12,2)
1 (12,6) (13,6)
2 (1,12) (2,11)
3 (11,13) (12,12)
0 (2,4) (1,4)
1 (13,6) (14,7)
2 (5,12) (4,11)
3 (6,9) (8,11)
3 (8,11) (10,13)
3 (10,13) (10,15)
3 null null
0 (4,2) (3,1)
1 (9,5) (9,4)
2 (11,14) (11,13)
3 (6,10) (5,11)
0 (12,2) (13,3)
1 (14,7) (13,7)
2 (2,12) (4,10)
2 (4,10) (4,12)
2 (4,12) (6,10)
2 (6,10) (8,10)
2 (8,10) (10,12)
2 (10,12) (12,14)
2 null null
3 (15,13) (15,12)
0 (2,2) (4,0)
0 (4,0) (6,0)
0 null null
1 (12,3) (11,2)
2 (1,15) (2,15)
3 (10,15) (10,13)
3 (10,13) (8,11)
3 (8,11) (6,9)
3 null null
0 (3,1) (4,2)
1 (15,2) (15,0)
1 (15,0) (13,2)
1 (13,2) (13,4)
1 (13,4) (15,6)
1 null null
2 (12,14) (10,12)
2 (10,12) (8,10)
2 (8,10) (6,10)
2 (6,10) (4,12)
2 (4,12) (4,10)
2 (4,10) (6,12)
2 null null
3 (12,12) (11,12)
0 (3,5) (4,5)
1 (15,6) (13,4)
1 null null
2 (1,14) (1,13)
3 (14,12) (15,13)
0 (4,5) (3,4)
1 (9,7) (10,8)
2 (11,13) (11,11)
2 null null
3 (15,12) (14,13)
0 (5,0) (4,0)
1 (11,0) (10,1)
2 (11,11) (10,11)
3 (9,12) (10,13)
0 (14,4) (12,4)
0 null null
1 (10,8) (10,9)
2 (2,9) (1,8)
3 (11,12) (9,14)
3 (9,14) (11,14)
3 (11,14) (9,12)
3 (9,12) (7,14)
3 (7,14) (7,12)
3 (7,12) (5,12)
3 (5,12) (3,10)
3 (3,10) (1,12)
3 (1,12) (1,10)
3 (1,10) (3,12)
3 (3,12) (5,10)
3 (5,10) (7,8)
3 null null
0 (12,4) (14,2)
0 (14,2) (14,0)
0 null null
1 (9,8) (8,9)
2 (3,11) (4,10)
3 (11,10) (9,12)
3 (9,12) (7,14)
3 (7,14) (7,12)
3 (7,12) (5,12)
3 (5,12) (5,10)
3 (5,10) (3,10)
3 (3,10) (1,12)
3 (1,12) (1,14)
3 null null
0 (0,0) (0,2)
0 (0,2) (0,4)
0 (0,4) (2,4)
0 (2,4) (4,4)
0 null null
1 (15,1) (15,0)
2 (1,8) (0,7)
3 (7,10) (9,8)
3 (9,8) (11,10)
3 (11,10) (9,12)
3 (9,12) (7,14)
3 (7,14) (7,12)
3 (7,12) (5,12)
3 (5,12) (5,10)
3 (5,10) (3,10)
3 (3,10) (1,12)
3 (1,12) (1,10)
3 null null
0 (4,2) (3,1)
1 (13,4) (13,2)
1 null null
2 (0,7) (1,8)
3 (1,14) (1,12)
3 (1,12) (3,10)
3 (3,10) (5,12)
3 (5,12) (7,12)
3 (7,12) (7,14)
3 (7,14) (9,12)
3 (9,12) (11,14)
3 (11,14) (9,14)
3 (9,14) (11,12)
3 (11,12) (9,10)
3 null null
0 (14,0) (13,0)
1 (10,5) (11,4)
2 (10,11) (11,10)
3 (1,10) (3,12)
3 (3,12) (5,10)
3 (5,10) (5,12)
3 (5,12) (3,10)
3 (3,10) (1,12)
3 (1,12) (1,14)
3 null null
0 (6,1) (7,2)
1 (8,2) (9,1)
2 (2,15) (0,13)
2 null null
3 (9,10) (9,12)
3 (9,12) (11,14)
3 (11,14) (9,14)
3 (9,14) (7,12)
3 null null
0 (8,0) (10,2)
0 (10,2) (12,2)
0 (12,2) (14,2)
0 (14,2) (12,4)
0 null null
1 (14,1) (14,2)
2 (6,12) (8,12)
2 null null
3 (12,15) (13,15)
0 (7,2) (9,0)
0 (9,0) (9,2)
0 (9,2) (7,0)
0 (7,0) (5,0)
0 (5,0) (3,0)
0 null null
1 (9,1) (9,0)
2 (8,13) (8,11)
2 (8,11) (10,11)
2 (10,11) (12,9)
2 null null
3 (1,14) (1,12)
3 (1,12) (3,10)
3 null null
0 (3,0) (2,0)
1 (10,1) (12,3)
1 (12,3) (14,3)
1 null null
2 (1,8) (1,7)
3 (5,11) (3,11)
3 (3,11) (5,9)
3 (5,9) (7,9)
3 (7,9) (9,9)
3 null null
0 (0,3) (1,2)
1 (14,3) (12,3)
1 (12,3) (12,5)
1 null null
2 (1,13) (2,13)
3 (7,12) (9,12)
3 (9,12) (9,10)
3 (9,10) (11,8)
3 (11,8) (13,10)
3 null null
0 (1,2) (2,2)
1 (11,4) (13,6)
1 (13,6) (13,8)
1 null null
2 (11,10) (9,8)
2 (9,8) (9,10)
2 (9,10) (9,12)
2 (9,12) (7,12)
2 (7,12) (7,14)
2 null null
3 (13,10) (11,8)
3 (11,8) (9,10)
3 null null
0 (1,4) (1,3)
1 (12,5) (12,3)
1 null null
2 (2,13) (3,12)
3 (10,14) (11,14)
0 (6,0) (5,1)
1 (15,0) (14,0)
2 (3,12) (5,10)
2 null null
3 (9,9) (7,9)
3 null null
0 (12,4) (12,5)
1 (8,1) (9,2)
2 (4,11) (5,11)
3 (6,9) (5,9)
0 (2,0) (2,1)
1 (14,0) (14,1)
2 (5,10) (5,12)
2 null null
3 (9,11) (9,9)
3 null null
0 (2,1) (2,3)
0 (2,3) (4,5)
0 (4,5) (4,3)
0 (4,3) (6,5)
0 null null
1 (13,7) (12,6)
2 (2,11) (4,9)
2 (4,9) (4,11)
2 (4,11) (6,13)
2 (6,13) (8,13)
2 (8,13) (8,11)
2 null null
3 (15,14) (15,12)
3 (15,12) (13,14)
3 null null
0 (3,4) (3,5)
1 (14,1) (15,0)
2 (5,12) (5,10)
2 (5,10) (5,8)
2 null null
3 (3,10) (2,11)
0 (4,4) (6,4)
0 null null
1 (9,0) (9,1)
2 (0,15) (1,15)
3 (13,14) (15,12)
3 (15,12) (15,14)
3 (15,14) (13,12)
3 null null
0 (1,3) (0,4)
GAMEOVER 
WINNER Player-1
# Game ended: Sun Apr 06 01:38:18 EDT 2014
